,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
596,Port Augusta,-32.5,137.7667,60.71,73,46,12.93,AU,2021-10-22 21:53:23
597,Houston,29.7633,-95.3633,89.29,60,1,3.0,US,2021-10-22 21:51:15
598,Kilrush,52.6397,-9.4833,49.87,86,99,9.53,IE,2021-10-22 21:53:23
599,Simplicio Mendes,-7.8539,-41.9103,82.85,53,69,2.71,BR,2021-10-22 21:53:24
600,Tomatlan,19.9333,-105.25,88.07,67,57,9.6,MX,2021-10-22 21:53:24
601,Ejido,8.5514,-71.2375,71.37,93,99,1.68,VE,2021-10-22 21:53:24
602,Los Llanos De Aridane,28.6585,-17.9182,69.55,68,90,12.66,ES,2021-10-22 21:53:25
603,Moindou,-21.6924,165.677,75.15,74,7,4.76,NC,2021-10-22 21:53:25
604,Bom Jardim,-7.7958,-35.5872,74.48,80,84,9.44,BR,2021-10-22 21:53:25
605,Nemuro,43.3236,145.575,47.14,79,98,3.2,JP,2021-10-22 21:53:26
606,San Vicente,-26.6167,-54.1333,66.65,63,0,2.84,AR,2021-10-22 21:53:26
607,Lovozero,68.005,35.0117,20.08,88,98,6.71,RU,2021-10-22 21:53:26
608,Viedma,-40.8135,-62.9967,57.27,37,0,10.63,AR,2021-10-22 21:50:26
609,Daguma,6.5867,124.5472,75.09,90,100,2.39,PH,2021-10-22 21:53:27
610,Yulara,-25.2406,130.9889,66.04,42,0,13.8,AU,2021-10-22 21:53:27
611,Berbera,10.4396,45.0143,83.79,60,20,8.86,SO,2021-10-22 21:53:27
612,Krasnoselkup,65.7,82.4667,32.16,99,100,12.15,RU,2021-10-22 21:53:28
613,Negombo,7.2083,79.8358,77.05,88,75,3.44,LK,2021-10-22 21:53:28
614,Borohradek,50.0978,16.0933,49.48,78,96,5.99,CZ,2021-10-22 21:53:28
615,Wainwright,52.839,-110.8572,51.71,40,77,20.83,CA,2021-10-22 21:53:29
616,Niquelandia,-14.4739,-48.4597,75.38,78,93,3.62,BR,2021-10-22 21:50:54
617,Samarai,-10.6167,150.6667,82.11,71,100,10.04,PG,2021-10-22 21:53:29
618,Villazon,-22.0866,-65.5942,68.29,5,39,29.17,BO,2021-10-22 21:53:29
619,Victor Harbor,-35.5667,138.6167,59.09,70,12,4.0,AU,2021-10-22 21:53:30
620,Podgorica,42.4411,19.2636,64.51,94,90,4.61,ME,2021-10-22 21:53:30
621,Bela,25.9333,81.9833,70.3,61,0,3.04,IN,2021-10-22 21:53:30
622,Letterkenny,54.95,-7.7333,44.73,96,100,3.8,IE,2021-10-22 21:53:31
623,Savannah Bight,16.45,-85.85,87.85,76,99,13.42,HN,2021-10-22 21:53:31
624,Ixtapa,20.7,-105.2,88.23,79,37,5.01,MX,2021-10-22 21:53:31
625,Almeirim,-1.5233,-52.5817,81.01,71,97,1.41,BR,2021-10-22 21:53:32
626,Alofi,-19.0595,-169.9187,78.69,57,81,14.97,NU,2021-10-22 21:53:32
627,Masumbwe,-3.6333,32.1833,68.27,77,14,3.38,TZ,2021-10-22 21:53:32
628,Rudnogorsk,57.2639,103.7519,31.37,83,100,4.54,RU,2021-10-22 21:53:32
629,Maceio,-9.6658,-35.7353,81.84,83,0,9.22,BR,2021-10-22 21:53:33
630,Sibolga,1.7427,98.7792,77.11,83,100,2.26,ID,2021-10-22 21:53:33
631,Rorvik,64.8621,11.2373,39.27,58,94,6.89,NO,2021-10-22 21:53:33
632,Mayo,38.8876,-76.5119,68.13,68,90,1.99,US,2021-10-22 21:53:34
633,Cairns,-16.9167,145.7667,84.11,80,96,8.05,AU,2021-10-22 21:53:34
634,Cabinda,-5.55,12.2,77.85,82,62,7.78,AO,2021-10-22 21:53:34
635,Batemans Bay,-35.7167,150.1833,65.91,58,10,3.65,AU,2021-10-22 21:53:34
636,Marabba,12.35,32.1833,87.75,34,48,7.7,SD,2021-10-22 21:53:35
637,Eureka,40.8021,-124.1637,61.18,73,69,8.01,US,2021-10-22 21:53:35
638,Ternate,0.8,127.4,81.0,76,76,2.13,ID,2021-10-22 21:53:35
639,Sept-Iles,50.2001,-66.3821,47.05,96,90,8.99,CA,2021-10-22 21:51:35
640,Kahului,20.8947,-156.47,87.82,58,20,24.16,US,2021-10-22 21:53:36
641,Areia Branca,-4.9561,-37.1369,82.6,76,72,16.13,BR,2021-10-22 21:53:36
642,Berekum,7.4534,-2.584,71.4,97,67,4.68,GH,2021-10-22 21:53:36
643,Yerbogachen,61.2767,108.0108,31.48,91,74,6.24,RU,2021-10-22 21:53:37
644,Asyut,27.181,31.1837,69.98,48,32,11.36,EG,2021-10-22 21:53:37
645,Penal,10.1667,-61.4667,83.01,86,90,11.16,TT,2021-10-22 21:53:37
646,Saint-Pierre,-21.3393,55.4781,73.08,82,0,3.44,RE,2021-10-22 21:53:38
647,Srikakulam,18.3,83.9,76.5,87,97,4.9,IN,2021-10-22 21:53:38
648,Lavrentiya,65.5833,-171.0,23.63,82,100,12.66,RU,2021-10-22 21:53:38
649,Bacolod,10.6667,122.95,77.07,86,92,7.4,PH,2021-10-22 21:53:23
650,Aykhal,66.0,111.5,17.47,95,91,4.29,RU,2021-10-22 21:53:39
651,Leshukonskoye,64.8989,45.7622,29.68,97,100,8.52,RU,2021-10-22 21:53:39
652,Xingcheng,40.6167,120.7167,46.38,48,0,3.4,CN,2021-10-22 21:53:39
653,Dakar,14.6937,-17.4441,82.53,74,0,2.3,SN,2021-10-22 21:53:40
654,Mayumba,-3.432,10.6554,77.02,87,96,6.73,GA,2021-10-22 21:53:40
655,Ormara,25.2088,64.6357,79.57,35,0,16.11,PK,2021-10-22 21:53:40
656,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.05,82,5,9.84,BR,2021-10-22 21:53:41
657,Maragogi,-9.0122,-35.2225,78.87,82,4,9.71,BR,2021-10-22 21:53:41
658,Okato,-39.2,173.8833,57.42,61,100,10.2,NZ,2021-10-22 21:53:41
659,Brigantine,39.4101,-74.3646,68.29,63,90,10.36,US,2021-10-22 21:53:41
660,Flinders,-34.5833,150.8552,71.38,70,2,6.08,AU,2021-10-22 21:53:42
661,Jalcocotan,21.4667,-105.1167,83.77,68,23,6.51,MX,2021-10-22 21:53:42
662,Kushiro,42.975,144.3747,43.11,87,82,6.62,JP,2021-10-22 21:53:42
663,Ambon,-3.6954,128.1814,75.34,94,40,6.91,ID,2021-10-22 21:53:43
664,Sikonge,-5.6333,32.7667,78.58,37,100,0.6,TZ,2021-10-22 21:53:43
665,Torres,-29.3353,-49.7269,64.67,84,0,2.42,BR,2021-10-22 21:53:43
666,Fernie,49.5,-115.0687,52.0,70,100,4.38,CA,2021-10-22 21:53:44
667,Shebalino,51.2917,85.6772,28.15,81,75,6.44,RU,2021-10-22 21:53:44
668,Methoni,36.8197,21.7049,65.21,74,32,7.72,GR,2021-10-22 21:53:44
669,Sanchez,19.2281,-69.6137,86.02,70,20,6.91,DO,2021-10-22 21:53:44
670,Portland,45.5234,-122.6762,60.37,87,90,1.01,US,2021-10-22 21:53:45
671,Jinchang,38.4953,102.1739,43.5,63,23,3.0,CN,2021-10-22 21:53:45
672,Coruripe,-10.1256,-36.1756,78.31,85,3,12.24,BR,2021-10-22 21:53:45
673,Payo,-3.7508,103.6372,71.8,96,100,1.72,ID,2021-10-22 21:53:46
674,Vrede,-27.4257,29.1659,53.38,38,7,2.95,ZA,2021-10-22 21:53:46
675,Srednekolymsk,67.45,153.6833,-12.53,99,25,1.32,RU,2021-10-22 21:53:46
676,Augustow,53.8432,22.9798,42.26,84,85,13.02,PL,2021-10-22 21:53:47
677,Saint-Francois,46.4154,3.9054,37.67,93,0,2.3,FR,2021-10-22 21:53:47
678,Correntina,-13.3433,-44.6367,73.78,82,100,9.71,BR,2021-10-22 21:53:47
679,Buncrana,55.1333,-7.45,45.52,94,97,5.75,IE,2021-10-22 21:53:47
680,Port Hardy,50.6996,-127.4199,53.78,76,75,5.75,CA,2021-10-22 21:53:48
681,Rabo De Peixe,37.8,-25.5833,69.31,68,40,8.05,PT,2021-10-22 21:53:48
682,Tromso,69.6496,18.957,30.38,59,40,2.3,NO,2021-10-22 21:53:49
683,Heidenau,50.9722,13.8674,47.01,83,40,1.99,DE,2021-10-22 21:53:49
